configuration,hypervolume_mean,hypervolume_std,r2_indicator_mean,r2_indicator_std,avg_pairwise_distance_mean,avg_pairwise_distance_std,spacing_mean,spacing_std,spread_mean,spread_std,tds_mean,tds_std,mpd_mean,mpd_std,mce_mean,mce_std,num_modes_mean,num_modes_std,pmd_mean,pmd_std,pfs_mean,pfs_std,pas_mean,pas_std,rbd_mean,rbd_std,fci_mean,fci_std,qds_mean,qds_std,der_mean,der_std,hidden_dim_mean,hidden_dim_std,num_layers_mean,num_layers_std,mode_coverage_entropy_mean,mode_coverage_entropy_std,pairwise_minimum_distance_mean,pairwise_minimum_distance_std,quality_diversity_score_mean,quality_diversity_score_std,num_seeds,hypervolume_rank,mode_coverage_entropy_rank,spacing_rank,r2_indicator_rank,avg_rank,rank_std
reward_shaping_diversity,1.192226457438758,0.0017046197207103355,-0.270239830854505,0.00019760444618453877,0.4922369595456043,0.004910078566844145,0.1775913268327713,0.0017602966073566382,1.4892457140233577,0.023927410420590576,0.5553049674219588,0.028261352168299374,0.973147737606811,0.06165130045390346,0.451356288785171,0.007268071774289324,5.4,3.1304951684997055,0.0,0.0,0.0014449637850931399,0.0007290523890825595,0.4922369595456043,0.004910078566844145,0.5555864161652122,0.024644834471052784,0.41451680327130147,0.028113899455320893,0.6413527337182381,0.001578159023079171,10.66087530531778,0.3332567680271307,128.0,0.0,4.0,0.0,0.451356288785171,0.007268071774289324,0.0,0.0,0.6413527337182381,0.001578159023079171,5,2.0,3.0,1.0,2.0,2.0,0.816496580927726
standard,1.193446792248551,0.0014449027769928543,-0.2703786964984629,0.00017318920612613816,0.48926691909343367,0.006457847136792189,0.17705698609352105,0.002128504147269804,1.4785269606267075,0.033071500069456326,0.5446400296439348,0.02862578138852286,0.9785815710474335,0.05057090007001457,0.4562236032266739,0.008367489404185224,7.2,4.604345773288535,0.0,0.0,0.00182320612336502,0.0007805979680115408,0.48926691909343367,0.006457847136792189,0.5456934860874311,0.026789774172663153,0.4215708374734586,0.010776309894769989,0.6403981265618162,0.002075630682859971,10.43686143036248,0.19750441897159032,128.0,0.0,4.0,0.0,0.4562236032266739,0.008367489404185224,0.0,0.0,0.6403981265618162,0.002075630682859971,5,1.0,2.0,2.0,3.0,2.0,0.816496580927726
temperature_scaled_logits,1.1922100038174506,0.0017193744288436187,-0.27023567180982366,0.00020173051480714514,0.4859451237211849,0.00833837359507523,0.1749198287725448,0.0032033294658100567,1.483714823638438,0.033360301233067484,0.5644690928266598,0.011954007738395485,0.9747672919670262,0.02748978175525773,0.4601686114396589,0.015352817131286464,20.6,12.218837915284743,0.0,0.0,0.00401514492441832,0.006415391648651537,0.4859451237211849,0.00833837359507523,0.5634547279880646,0.010619633722075637,0.4355846650723259,0.013761938665170005,0.6393304610920747,0.002680054778702054,10.646118213842243,0.3757182359502428,128.0,0.0,4.0,0.0,0.4601686114396589,0.015352817131286464,0.0,0.0,0.6393304610920747,0.002680054778702054,5,3.0,1.0,3.0,1.0,2.0,1.1547005383792515
