ablation_type,hypervolume_mean,hypervolume_std,hypervolume_count,r2_indicator_mean,r2_indicator_std,r2_indicator_count,avg_pairwise_distance_mean,avg_pairwise_distance_std,avg_pairwise_distance_count,spacing_mean,spacing_std,spacing_count,spread_mean,spread_std,spread_count,tds_mean,tds_std,tds_count,mpd_mean,mpd_std,mpd_count,mce_mean,mce_std,mce_count,num_modes_mean,num_modes_std,num_modes_count,pmd_mean,pmd_std,pmd_count,pfs_mean,pfs_std,pfs_count,pas_mean,pas_std,pas_count,rbd_mean,rbd_std,rbd_count,fci_mean,fci_std,fci_count,qds_mean,qds_std,qds_count,der_mean,der_std,der_count,num_parameters_mean,num_parameters_std,num_parameters_count,training_time_mean,training_time_std,training_time_count,final_loss_mean,final_loss_std,final_loss_count,seed_mean,seed_std,seed_count,hidden_dim_mean,hidden_dim_std,hidden_dim_count,num_layers_mean,num_layers_std,num_layers_count,alpha_mean,alpha_std,alpha_count
capacity,1.168592544415267,0.003861583318128696,40,-0.2688827128705352,0.000723607287268982,40,0.09540121547401005,0.022257323249870523,40,0.09701647851616141,0.028143252839953177,40,1.7498554700951192,0.051725091392379165,40,0.40391804107989404,0.02822761490720219,40,1.4526254357544226,0.31879745706263735,40,0.18697009329239458,0.042383536220959604,40,2.55,0.8458041235325208,40,0.0,0.0,40,6.847372610794141e-05,0.00036708354260809093,40,0.09498922244268099,0.022634727804672666,40,0.40404858369745267,0.028289046451223977,40,0.444869607165186,0.025574084112534135,40,0.5135525931611113,0.007511612724944493,40,48.60867673359846,113.99280512480206,40,87055.0,109162.2010282558,40,4514.353702825,2214.8964244958424,40,0.008792871526748005,0.012301386078544946,40,484.2,378.17993275484827,40,120.0,86.88335829557894,40,3.25,0.8397191227596315,40,1.5,0.0,40
