hypervolume,r2_indicator,avg_pairwise_distance,spacing,spread,tds,mpd,mce,num_modes,pmd,pfs,pas,rbd,fci,qds,der,num_parameters,training_time,final_loss,seed,exp_name,capacity,hidden_dim,num_layers,group
1.1909610166891182,-0.2700896814515758,0.4930432137029623,0.1771493554115295,1.4557693861530594,0.562958605529583,0.9829256344572712,0.4648870236707768,4,0.0,0.08370613729986934,0.4930432137029623,0.5642068307674454,0.4241744237588651,0.6416118736191598,14.337790465434065,68103,1817.770343,0.0034485878422856,42,none_seed42,medium,128,4,kl_regularization
1.1908689608493035,-0.2700688862281691,0.4545113230115735,0.1829325407743454,1.6052549016162214,0.5646410616158073,0.9489813156195752,0.6730941250344116,2,0.0,0.10345800520386274,0.4545113230115735,0.5626516962274632,0.4383042654647593,0.629227254891969,12.125471036065315,68103,1981.446478,0.000543046335224,153,none_seed153,medium,128,4,kl_regularization
1.1870631704196368,-0.2696374431162546,0.4488498173649772,0.1836480498313903,1.60608260361095,0.5218175159863658,1.0014684798785036,0.4083385866962232,6,0.0,0.03342076970850221,0.4488498173649772,0.5230781564114982,0.4077640132466578,0.6274075780581353,12.006694591430133,68103,1976.122424,0.0011441380484029,264,none_seed264,medium,128,4,kl_regularization
1.1870631704196368,-0.2696374431162546,0.4698145643814376,0.1848864257335662,1.580964608476938,0.5246108963396232,0.9457555566664576,0.4396132173271482,4,0.0,0.14143465328621935,0.4698145643814376,0.5273041823496462,0.4138973186966892,0.6341459029586806,12.516930553700629,68103,1984.106092,0.0018532172543928,375,none_seed375,medium,128,4,kl_regularization
1.1940840760051674,-0.2704561490660364,0.4788731833514112,0.1856006681919098,1.5481120691536028,0.4984146568915797,0.9890975294944307,0.6929471670244782,2,0.0,0.040828038766846285,0.4788731833514112,0.5024305442032813,0.4072147836671462,0.6370574533686139,12.913467211609372,68103,1960.26105,0.0008658646838739,486,none_seed486,medium,128,4,kl_regularization
1.1909430055728751,-0.2700896814515758,0.4984774718424632,0.1842724233865738,1.5264268228929,0.508468500761717,0.9586329123673892,0.414740634491484,24,0.0,0.09979905555551714,0.4984774718424632,0.509427322397025,0.4121273316681724,0.6433585103378685,14.034581036253895,68103,1877.510353,0.0020569909829646,42,kl_uniform_001_seed42,medium,128,4,kl_regularization
1.1939980719647136,-0.2704561490660364,0.4457273236430391,0.1817615330219268,1.603160376255237,0.5255172808259334,0.922456552424184,0.5059552115435397,3,0.0,0.049975568856135875,0.4457273236430391,0.5276009142372851,0.4622501527450466,0.6264039705649558,11.6977744531949,68103,2014.198516,0.0043622306548058,153,kl_uniform_001_seed153,medium,128,4,kl_regularization
1.1910353079549256,-0.2701074932373006,0.4582517088744917,0.1837777197360992,1.5769977039894656,0.5174800563115908,0.9187128456034434,0.4358597344380258,4,0.0,0.08688902835934377,0.4582517088744917,0.5201523925008832,0.4272733114838378,0.6304294604410252,12.050258189840743,68103,2010.221892,0.0008500820840708,264,kl_uniform_001_seed264,medium,128,4,kl_regularization
1.190754938066011,-0.2700540881141869,0.4616324472566537,0.1840650886297226,1.609907431084543,0.516234458259325,0.8870229992100513,0.6856126776061275,2,0.0,0.11597344771414202,0.4616324472566537,0.5173205436538831,0.4207683795227097,0.6315160709116817,12.389807915390987,68103,1969.554537,0.0008471778710372,375,kl_uniform_001_seed375,medium,128,4,kl_regularization
1.1910353079549256,-0.2701074932373006,0.4882522298708824,0.1845854967832565,1.5024810113485747,0.4933677961768966,0.9173713566130886,0.6841421173434236,2,0.0,0.06370231448951563,0.4882522298708824,0.4965136233015107,0.3993800927439372,0.6400719930936059,13.493767884190358,68103,1912.70176,0.0009647172992117,486,kl_uniform_001_seed486,medium,128,4,kl_regularization
1.1909610166891182,-0.2700896814515758,0.4922553221446699,0.1859236508607864,1.592668437322067,0.5490201980674875,0.9982073073277532,0.4488486348614705,4,0.0,0.08508308702399539,0.4922553221446699,0.5500101873435227,0.4265669862939487,0.6413586356811106,13.679169537308834,68103,1902.247165,0.0006435206159949,42,kl_uniform_01_seed42,medium,128,4,kl_regularization
1.1940840760051674,-0.2704561490660364,0.4651220725612491,0.184646725654602,1.5941710144668062,0.5047349029992516,0.9471297767774652,0.5079934315324618,3,0.0,0.05343799352351123,0.4651220725612491,0.5058063412457401,0.4359738678987506,0.6326376789647179,12.414893245557836,68103,1980.433288,0.0028199586085975,153,kl_uniform_01_seed153,medium,128,4,kl_regularization
1.1909610166891182,-0.2700896814515758,0.4333264296464102,0.1814222484827041,1.612280516312809,0.4959858024169695,0.958447009621102,0.6700711251444019,2,0.0,0.05588017029114081,0.4333264296464102,0.498213226728389,0.3882982596664968,0.6224181722750504,11.507164469383673,68103,1990.595947,0.0041691726073622,264,kl_uniform_01_seed264,medium,128,4,kl_regularization
1.1910353079549256,-0.2701074932373006,0.481576005435381,0.1855809092521667,1.594504671437742,0.495444000335411,1.0548861263325289,0.4312245997816469,4,0.0,0.11050044557211455,0.481576005435381,0.4982656042050065,0.4160140098263365,0.6379261732885756,13.011233762832088,68103,1956.512459,0.0011224783957004,375,kl_uniform_01_seed375,medium,128,4,kl_regularization
1.1940840760051674,-0.2704561490660364,0.4808816203344403,0.1852468401193618,1.5074674094152036,0.5066192422923093,0.9904170595290884,0.6915783597888489,2,0.0,0.02735323519694149,0.4808816203344403,0.5101484172393357,0.406376211631664,0.6377029894641983,13.019274254863165,68103,1952.484793,0.0009855886455625,486,kl_uniform_01_seed486,medium,128,4,kl_regularization
