hypervolume,r2_indicator,avg_pairwise_distance,spacing,spread,tds,mpd,mce,num_modes,pmd,pfs,pas,rbd,fci,qds,der,num_parameters,training_time,final_loss,seed,exp_name,condition_name,capacity_level,loss_level
0.9058386917119847,-0.23390484065118464,0.37814249304833836,0.10061222314834595,1.1793840406798959,0.9035536953752568,0.6931471805599453,0.6755314050138641,2,0.0,0.0010357211518724195,0.37814249304833836,0.8968614718614727,0.29065463798288227,0.16699414594966683,108.76896214187241,3617,3460.226203,0.06733427196741104,42,small_tb_seed42,small_tb,small,tb
0.8986991393332031,-0.23300779482406198,0.3769908075646147,0.10128564387559891,1.2246202231616867,0.8970661623722849,0.6931471805599453,0.6825097280574938,2,0.0,0.00026831605229155195,0.3769908075646147,0.8895889850889867,0.2978624253353688,0.1666239802154236,129.47448120188963,3617,2898.014627,0.037341583520174026,153,small_tb_seed153,small_tb,small,tb
0.9161691090730462,-0.2354823011822171,0.37886806790312383,0.09882549196481705,1.1134124534205239,0.8925171138563223,0.6931471805599453,0.6566824723226389,2,0.0,1.577321549183627e-15,0.37886806790312383,0.8857864357864358,0.29454240214431193,0.16722735454061105,127.22735961423989,3617,2963.885902,0.05453592911362648,264,small_tb_seed264,small_tb,small,tb
0.877638892175038,-0.22993854848461023,0.37797157356315125,0.10071165859699249,1.176666178609163,0.9078541960415687,0.6931471805599453,0.6764556829017956,2,0.0,0.0003527152871105112,0.37797157356315125,0.8981200096200087,0.2946131357281385,0.16693921034647924,130.010890785711,3617,2893.566027,0.0600733645260334,375,small_tb_seed375,small_tb,small,tb
0.8762696487738242,-0.22977525603274507,0.3763666993175965,0.10074222087860107,1.1946093138445448,0.9034159089090957,0.6931471805599454,0.6767126296360454,2,0.0,0.00015764535573554642,0.3763666993175965,0.8889172679172697,0.3105636451560905,0.16642338422739586,129.01562634371913,3617,2903.506932,0.0550675131380558,486,small_tb_seed486,small_tb,small,tb
0.8312171830602615,-0.2231426653577523,0.3659600129818703,0.09796241670846939,1.146931933346026,0.8981569544765186,0.6931471805599454,0.6797373511490212,2,0.0,0.002694186234325712,0.3659600129818703,0.892878547378547,0.26777631243086875,0.16307854855572615,141.8720751505866,3617,2567.38326,0.1655474454164505,42,small_subtb_seed42,small_subtb,small,subtb
0.8449788976804193,-0.22492248050733046,0.36771643324370895,0.10067824274301529,1.1449617674760566,0.8995174567130286,0.6931471805599453,0.6746390923288468,2,0.0,3.732119047829275e-15,0.36771643324370895,0.8939778739778743,0.2676600060420353,0.1636430834092532,140.4813755027291,3617,2605.243254,0.04068406671285629,153,small_subtb_seed153,small_subtb,small,subtb
0.901038333590271,-0.2332889394408676,0.3736361411149206,0.09543208032846451,1.082621312401489,0.893708082152457,0.6931471805599453,0.6543883384012803,2,0.0,1.8509518343702814e-15,0.3736361411149206,0.8863472823472853,0.28056824890640897,0.16554574958124282,142.69683721473314,3617,2606.084677,0.07541552931070328,264,small_subtb_seed264,small_subtb,small,subtb
0.8474479395857966,-0.2256206291125278,0.3690783105576904,0.09985803067684174,1.1106383472472159,0.8962037730005936,0.6931471805599453,0.6664634361977246,2,0.0,8.154316498687833e-15,0.3690783105576904,0.8909754689754699,0.27414959737913724,0.1640808073564625,142.89394911650993,3617,2570.74309,0.054603878408670425,375,small_subtb_seed375,small_subtb,small,subtb
0.8792115477584244,-0.23016334498906982,0.3696413533204683,0.099421925842762,1.1386897093799913,0.8930045398266612,0.6931471805599453,0.6676218432957739,2,0.0,0.00013525945511752306,0.3696413533204683,0.8877609427609424,0.26990268978091136,0.16426177615448898,143.22821824012544,3617,2568.656046,0.06061650067567825,486,small_subtb_seed486,small_subtb,small,subtb
0.8627807111767254,-0.2276503382629216,0.3648677087099388,0.10188907384872437,1.2522929032547532,0.9080227743271222,0.6931471805599453,0.6894961548631443,2,0.0,3.927755870886848e-14,0.3648677087099388,0.9018119288119287,0.2830886807609285,0.16272746866581625,118.70322447273037,3617,3059.334083,-0.09344913065433502,42,small_subtb_entropy_seed42,small_subtb_entropy,small,subtb_entropy
0.9054887389864696,-0.23385943263769154,0.36024574131775944,0.10210764408111572,1.2739305574103994,0.9047753312998231,0.6931471805599453,0.6919265035951263,2,0.0,2.8501651761468992e-15,0.36024574131775944,0.9013285233285242,0.2695195661077532,0.16124191208152847,115.76103634109295,3617,3097.351127,-0.13176679611206055,153,small_subtb_entropy_seed153,small_subtb_entropy,small,subtb_entropy
0.8820155458612158,-0.23051717150301648,0.3683426814385519,0.10174383968114853,1.2364891510831204,0.9089369021866611,0.6931471805599454,0.6874973119797668,2,0.0,1.4170527438386282e-14,0.3683426814385519,0.9001955266955264,0.28498193995033483,0.16384436720256199,119.11935429850321,3617,3077.681732,-0.09508437663316727,264,small_subtb_entropy_seed264,small_subtb_entropy,small,subtb_entropy
0.8824940485150539,-0.23057740442477395,0.36685603807352546,0.10203634947538376,1.25935639872699,0.9009292119307561,0.6931471805599454,0.6904822873034833,2,0.0,4.133023866128456e-06,0.36685603807352546,0.8833835978835995,0.31934606481481476,0.16336654192773645,117.95374962491279,3617,3095.550635,-0.06961586326360703,375,small_subtb_entropy_seed375,small_subtb_entropy,small,subtb_entropy
0.8825741571842256,-0.23056832535610056,0.36140521320616253,0.10216975957155228,1.2653788202414487,0.9077749871722164,0.6931471805599454,0.6919265035951263,2,0.0,0.00027241174293138624,0.36140521320616253,0.888592111592112,0.3056624009613278,0.16161458046102165,48.10800810046472,3617,7477.06282,-0.1287868618965149,486,small_subtb_entropy_seed486,small_subtb_entropy,small,subtb_entropy
