hypervolume,r2_indicator,avg_pairwise_distance,spacing,spread,tds,mpd,mce,num_modes,pmd,pfs,pas,rbd,fci,qds,der,num_parameters,training_time,final_loss,seed,exp_name,capacity,hidden_dim,num_layers,num_unique_solutions
0.0972459269687533,-0.2700688862281691,0.4850978897147827,0.1859431564807891,1.5451806222061588,0.560719136791661,0.9607736910195284,0.4244820912025537,37,0.0,0.0878648717875158,0.4850978897147827,0.5567247561641506,0.4213262540788673,0.6390581497688116,24.586286069711026,68103,1042.972151,0.0011189375072717,153,subtrajectory_balance_05_seed153,medium,128,4,58
0.0846168398857116,-0.2696621985941786,0.4545570071562702,0.1842560172080993,1.568839529821345,0.5227324684231582,0.9812861914845312,0.3772215386093266,34,0.0,0.059264133841985624,0.4545570071562702,0.5244359899359997,0.4265965732087227,0.6292419383321998,23.080971027124377,68103,1041.047483,0.0004968176363036,264,subtrajectory_balance_05_seed264,medium,128,4,57
0.0880126003175973,-0.2700896814515758,0.4853882280748869,0.1864863783121109,1.5619705428512358,0.5596121729448877,1.0184999909591803,0.421749448403234,40,0.0,0.05815877492343058,0.4853882280748869,0.5590471402895655,0.4528207964601769,0.6391514680521154,25.15964703451924,68103,1019.81396,0.000936089316383,375,subtrajectory_balance_05_seed375,medium,128,4,57
0.0999530246481299,-0.2704561490660364,0.4869293643499076,0.1767781674861908,1.4854237455759902,0.5592268244575936,0.9133283667602722,0.5198847195746052,47,0.0,0.10657322285926324,0.4869293643499076,0.5607178668693901,0.3984841984841984,0.6396468080115698,26.080145612464833,68103,986.943318,0.0028768689371645,42,subtrajectory_balance_05_seed42,medium,128,4,64
0.0972459269687533,-0.2700896814515758,0.4950606295878462,0.1789264380931854,1.4809010951835884,0.5593529747920503,0.9695311903572156,0.5225312115329074,47,0.0,0.08724503978646367,0.4950606295878462,0.5566134886437929,0.4444650182315406,0.6422602956431029,26.000484225230355,68103,1006.498683,0.0002979187993332,486,subtrajectory_balance_05_seed486,medium,128,4,60
0.0846168398857116,-0.2696374431162546,0.4846696389137173,0.1863960772752761,1.5608578584836692,0.5191216808122585,0.8948333278159383,0.4207994412850061,42,0.0,0.050749128856345374,0.4846696389137173,0.5224022778568332,0.419266148037402,0.6389205047481381,10.931505723431044,68103,2343.700356,0.0005931439809501,153,subtrajectory_balance_095_seed153,medium,128,4,57
0.0907196979969739,-0.2704561490660364,0.473307713968819,0.1857939660549163,1.5045487169107603,0.4894480519480519,0.9512648650664643,0.4319815761759193,39,0.0,0.07623149043428223,0.473307713968819,0.4925859202525927,0.4341074159021407,0.6352686437591062,10.65393300348028,68103,2348.388141,0.0017041210085153,264,subtrajectory_balance_095_seed264,medium,128,4,59
0.088124745991081,-0.2704561490660364,0.4811668001016772,0.1861984133720398,1.5445245481547492,0.562902273174721,0.960165474877034,0.4330914635362133,39,0.0,0.0357978566887587,0.4811668001016772,0.562703076945502,0.4052593459245641,0.6377946497129576,11.119701169889124,68103,2287.382505,0.0010037734173238,375,subtrajectory_balance_095_seed375,medium,128,4,57
0.0999530246481299,-0.2704561490660364,0.4873127102967701,0.1764186918735504,1.476528569836425,0.507801396763299,1.0082971420132756,0.5252721757856237,46,0.0,0.08943917622189743,0.4873127102967701,0.5099249941977262,0.3928638346850825,0.6397700200654638,13.325148630526156,68103,1933.178402,0.0038368075620383,42,subtrajectory_balance_095_seed42,medium,128,4,62
0.0972459269687533,-0.2701074932373006,0.4904309923543158,0.181548997759819,1.4966017665596192,0.5498598317981578,0.9917200083201644,0.494413164524198,44,0.0,0.11898464117566052,0.4904309923543158,0.5515494326100401,0.4341822297679683,0.6407722738784378,11.403500624649835,68103,2273.400619,0.0005632375832647,486,subtrajectory_balance_095_seed486,medium,128,4,63
0.0880126003175973,-0.2700688862281691,0.481825874821815,0.1863046884536743,1.5893969475568424,0.5320225531299696,0.979942225540532,0.4095761498658182,39,0.0,0.045384390313156324,0.481825874821815,0.5341846128058336,0.4360955679900524,0.6380064843511022,14.409446308440694,68103,1767.580016,0.0018819191027432,153,subtrajectory_balance_09_seed153,medium,128,4,59
0.0972459269687533,-0.2700896814515758,0.4578878452300768,0.1837915480136871,1.5864126796253095,0.4854241219819233,1.0692282605410914,0.3765324750554265,39,0.0,0.12857689411913995,0.4578878452300768,0.4869972939518498,0.4079209812844124,0.6303125102363011,13.526115344549115,68103,1789.461199,0.0020957267843186,264,subtrajectory_balance_09_seed264,medium,128,4,60
0.0880126003175973,-0.2700688862281691,0.4659173435834597,0.1842323094606399,1.5744382092831903,0.5407735154717414,0.9085413084994172,0.37337040018264,34,0.0,0.05709372099744247,0.4659173435834597,0.5414150692181127,0.4349822274881516,0.6328932887523026,12.955038927923887,68103,1901.106349,0.000899676408153,375,subtrajectory_balance_09_seed375,medium,128,4,59
0.0972459269687533,-0.2700688862281691,0.4832968087908967,0.1750865876674652,1.4516670286365922,0.526395566034847,0.9943905586063304,0.5383380179952786,50,0.0,0.08139062355945292,0.4832968087908967,0.5287526536314517,0.4214106349512956,0.6384792604348364,14.832792792618516,68103,1722.373183,0.0002165541518479,42,subtrajectory_balance_09_seed42,medium,128,4,61
0.0972459269687533,-0.2701074932373006,0.4860021784582936,0.1850790977478027,1.531507956923454,0.5008439975185031,0.9813938054623176,0.4460543325144864,39,0.0,0.09526477637838308,0.4860021784582936,0.5028797734252373,0.4334391534391535,0.639348799179124,14.664165558008223,68103,1751.931487,0.0005663583287969,486,subtrajectory_balance_09_seed486,medium,128,4,61
0.0880126003175973,-0.2701074932373006,0.4676572714985376,0.1846574991941452,1.63875691976993,0.541328257805803,0.9048584766582694,0.3518870588745839,29,0.0,0.051158164438766626,0.4676572714985376,0.5415171242898597,0.4305798716112261,0.633452522764815,3.81706476677714,68103,6476.41127,0.001274935551919,153,trajectory_balance_seed153,medium,128,4,56
0.0999530246481299,-0.2704561490660364,0.4657202904157496,0.1826206743717193,1.636937837024572,0.5303197353914002,0.927157224062164,0.3231332741490853,26,0.0,0.09301117929833085,0.4657202904157496,0.5322089369665226,0.4448508250191865,0.6328299534654198,10.581762050190603,68103,2326.501975,0.0009321865509264,264,trajectory_balance_seed264,medium,128,4,61
0.0972459269687533,-0.2700688862281691,0.483334900910811,0.1839816272258758,1.6518586146894851,0.548908271380905,0.9211230956134804,0.3564880290623837,31,0.0,0.08048526700851555,0.483334900910811,0.5478865298562309,0.455204495454184,0.6384915037058824,10.744165279707106,68103,2377.999357,0.0010124212130904,375,trajectory_balance_seed375,medium,128,4,55
0.0846168398857116,-0.2696621985941786,0.4713636762908097,0.1844366937875747,1.6679949820690363,0.5486260073047713,0.9326886312881848,0.3406059498686442,23,0.0,0.046060292489057575,0.4713636762908097,0.5488627898476481,0.454662507466649,0.634643806384105,6.607782715375638,68103,3770.82707,0.0004550421726889,42,trajectory_balance_seed42,medium,128,4,55
0.0938501665368676,-0.2696374431162546,0.4852650894487992,0.1855806708335876,1.6068433241881737,0.5758560359910022,0.9056892527391642,0.3671043597560858,32,0.0,0.06994343636411454,0.4852650894487992,0.5736582166430767,0.4414715719063544,0.6391118897986915,10.953487347472448,68103,2341.870604,0.0019216474611312,486,trajectory_balance_seed486,medium,128,4,59
