hypervolume,r2_indicator,avg_pairwise_distance,spacing,spread,tds,mpd,mce,num_modes,pmd,pfs,pas,rbd,fci,qds,der,num_parameters,training_time,final_loss,seed,exp_name,capacity,hidden_dim,num_layers,num_unique_solutions
0.0972459269687533,-0.2701074932373006,0.4504346109385058,0.1821842044591903,1.6084079241869416,0.5287930581120168,0.8983011620593839,0.3644778679753022,36,0.0,0.12381198055724192,0.4504346109385058,0.5294470193106593,0.4157169717201949,0.6279169500047821,9.084620584678143,68103,2620.964975,0.000697303796187,153,detailed_balance_seed153,medium,128,4,59
0.0880126003175973,-0.2700896814515758,0.444803887472895,0.1826137006282806,1.5259227490845124,0.4695408096136134,1.052104116601967,0.3809982294503234,35,0.0,0.06901223632293102,0.444803887472895,0.4682666530999904,0.4031994047619047,0.6261071669386368,8.84610686427365,68103,2657.985761,0.0014017086941748,264,detailed_balance_seed264,medium,128,4,59
0.0972459269687533,-0.2700540881141869,0.4888311525307295,0.1835256963968277,1.5124477527499536,0.5383565137807385,0.951903517216802,0.4698087774925897,43,0.0,0.10568868520775831,0.4888311525307295,0.5403489708944312,0.4020591985675141,0.6402580658838606,11.45734968216793,68103,2255.334505,0.0021284380927681,375,detailed_balance_seed375,medium,128,4,60
0.0907196979969739,-0.2704561490660364,0.4818729108943552,0.1832888424396515,1.51280160039819,0.5437328836007489,0.9760191093840828,0.4777933807689841,46,0.0,0.05136299811849575,0.4818729108943552,0.5459274132152984,0.4318256578947368,0.6380216023173992,10.231601813242351,68103,2489.574573,0.0015345580177381,42,detailed_balance_seed42,medium,128,4,59
0.0880126003175973,-0.2700896814515758,0.4790610873612255,0.1758373081684112,1.424273226730429,0.5098826341433518,1.0007209262942816,0.5319067864877608,50,0.0,0.05817485667574299,0.4790610873612255,0.5111454101454189,0.4059162663006177,0.6371178480047739,13.070387124246489,68103,1937.486577,0.0007264047162607,486,detailed_balance_seed486,medium,128,4,61
0.0830859150737524,-0.2700896814515758,0.0521474344190914,0.0172438025474548,1.3484953365434933,0.5964635163002939,0.8566657441193913,0.450619514393036,22,0.0,0.0344567418381647,0.0521474344190914,0.5223831970498622,0.6958715596330276,0.4999026030154541,4.951411148738269,68103,556.724346,4.559525379477236e-08,153,flow_matching_seed153,medium,128,4,54
0.0757256103679537,-0.2691423180090131,0.0501945006896105,0.017034089192748,1.3567738156248186,0.593163292137786,0.8333193840082773,0.4586073062021185,23,0.0,0.03582790257775409,0.0501945006896105,0.5093261401897747,0.6668016194331983,0.499274906341216,3.989056270124644,68103,665.15404,1.9885113999862373e-08,264,flow_matching_seed264,medium,128,4,49
0.0735202487558126,-0.2696210325396799,0.0421402694357844,0.0222951341420412,1.443300043004626,0.6463439837969661,0.8522757226336486,0.4415111642797544,16,0.0,0.00301618448416571,0.0421402694357844,0.5357672759339416,0.6857021772527414,0.4966861783699319,3.301734621366116,68103,674.670004,3.657034142179327e-08,375,flow_matching_seed375,medium,128,4,46
0.0957511216402053,-0.2700896814515758,0.065037045285958,0.0309109129011631,1.4268414795771869,0.6021427537281019,0.8291708166149837,0.4204622636167725,20,0.0,0.12803139321402715,0.065037045285958,0.5112465839435539,0.7330016583747927,0.5040454808567347,6.180692146457675,68103,556.237094,2.4852342406234132e-08,42,flow_matching_seed42,medium,128,4,55
0.0762313159648329,-0.2704561490660364,0.0532771461991723,0.0211277585476636,1.3847949761251117,0.6296926667963432,0.801592584120128,0.4405000544083918,23,0.0,0.27822540832319664,0.0532771461991723,0.5138197980470722,0.7031153290695276,0.5002657061338548,4.143310913987698,68103,679.719434,2.122145836835898e-08,486,flow_matching_seed486,medium,128,4,51
