hypervolume,r2_indicator,avg_pairwise_distance,spacing,spread,tds,mpd,mce,num_modes,pmd,pfs,pas,rbd,fci,qds,der,num_parameters,training_time,final_loss,seed,exp_name,hidden_dim,num_layers,conditioning
1.0435863212002512,-0.25290375222988204,0.0019553146416613626,5.960464477539063e-08,1.4628035098248267,0.3797979797979798,4.5217885770490405,0.0,1,0.0,3.682863311352205e-13,0.0019553146416613626,0.37979797979798546,0.438234126984127,0.4318624789532935,0.04304937919130555,68103,2400.966037,0.010779345408082008,42,temp_low_seed42,128,4,concat
0.10698026161640893,-0.22860194311599538,0.004308378390420703,0.0032231470104306936,1.4530885514278795,0.3825993265993266,4.499809670330265,0.0,1,0.0,5.745812840242495e-15,0.004308378390420703,0.3825993265993321,0.43232421875000004,0.04559148493792206,0.09451177401313093,68103,2409.706678,0.01850457303225994,123,temp_low_seed123,128,4,concat
0.5182478762974896,-0.17026563855418655,0.0022226692698729704,0.0,1.407706904802037,0.3873400673400673,4.553876891600541,0.0,1,0.0,1.0445104272266681e-14,0.0022226692698729704,0.3873400673400702,0.40507812499999996,0.2148664079594454,0.04896657445319645,68103,2399.448203,0.014270167797803879,456,temp_low_seed456,128,4,concat
1.1692031143482569,-0.26760264067453415,0.00396237836643604,0.043356020003557205,1.4927693032700327,0.4018181818181818,4.454347296253507,0.0,1,0.0,0.0,0.00396237836643604,0.40181818181818735,0.40214843749999996,0.4844153394305966,0.0872734931333746,68103,2399.992266,0.008476011455059052,789,temp_low_seed789,128,4,concat
0.7861137807961313,-0.21717428887161344,0.004800750199480663,0.017803901806473732,1.591660576512963,0.3847003367003367,4.564348191467836,0.0,1,0.0,3.03955132540062e-14,0.004800750199480663,0.3847003367003413,0.4167857142857143,0.3263834248425827,0.10589258432302036,68103,2396.513162,0.006662883795797825,1011,temp_low_seed1011,128,4,concat
1.1692031143482569,-0.26966219859417867,0.08899324744884053,0.07781098037958145,1.7710337815879962,0.38380096714664796,1.65568408098746,0.0,1,0.0,1.629504503147378e-13,0.08899324744884053,0.3838148148148196,0.4335881845363514,0.511745295857121,2.0116334878172553,68103,2338.53813,0.005966854747384787,42,temp_medium_seed42,128,4,concat
1.1692031143482569,-0.26847467903296157,0.1639400679561889,0.10491085797548294,1.8000619632620387,0.433808719161879,1.1074606531990985,0.3038364185056191,2,0.0,2.99914706079448e-12,0.1639400679561889,0.43411804917866215,0.4074028326745718,0.5358341163158107,3.7238973088618104,68103,2327.14622,0.003790784627199173,123,temp_medium_seed123,128,4,concat
1.1692031143482569,-0.2689766610414166,0.1022076480053909,0.13671749830245972,1.787471618433782,0.42815669011707197,1.1603558828453664,0.21107262850709724,2,0.0,2.2671922247096457e-13,0.1022076480053909,0.4283011063011092,0.4026968125650854,0.5159925650584174,2.3212559767110914,68103,2327.537125,0.0012686788104474545,456,temp_medium_seed456,128,4,concat
1.1692031143482569,-0.26859282999952333,0.0894860833765869,0.07518237084150314,1.7837948699727986,0.3950406098891478,1.9693609793896438,0.18117964950893073,2,0.0,7.289310558570595e-13,0.0894860833765869,0.3950505050505121,0.4257244946304486,0.5119036993237219,2.0271278039141385,68103,2333.515163,0.005069104954600334,789,temp_medium_seed789,128,4,concat
1.1692031143482569,-0.2680909681331855,0.1093024221169546,0.08397436141967773,1.7912095224598594,0.414237562356748,1.4610376430786076,0.21290978134013955,2,0.0,0.0,0.1093024221169546,0.4143945078490591,0.4319390287132223,0.5182729118244509,2.4760915013128777,68103,2333.45459,0.013654571026563644,1011,temp_medium_seed1011,128,4,concat
1.1692031143482569,-0.2704561490660364,0.4734960675016047,0.18472523987293243,1.6258382816434431,0.5875911841102452,0.9000985990185519,0.34863148645808706,8,0.0,0.002581933908724474,0.4734960675016047,0.5830387205387293,0.4305084745762713,0.6353291828774212,13.313961684566307,68103,1879.945811,0.012100557796657085,42,temp_high_seed42,128,4,concat
1.1692031143482569,-0.2696210325396799,0.5121263054278098,0.18780992925167084,1.5702119269582304,0.5681626234091505,0.9848465820755022,0.4115422085656094,4,0.0,0.0018217917556786675,0.5121263054278098,0.5650810250355821,0.42057185200327063,0.6477454116030892,14.679811534629183,68103,1844.135641,0.0031108944676816463,123,temp_high_seed123,128,4,concat
1.1692031143482569,-0.27010749323730066,0.4930767523304477,0.18610113859176636,1.6418278703148168,0.5162485625452532,0.8406184260432572,0.36368582332476496,9,0.0,0.0007379644178632519,0.4930767523304477,0.5191372987282186,0.4310149407521897,0.6416226533423083,13.921413492255642,68103,1872.265571,0.0011065062135457993,456,temp_high_seed456,128,4,concat
1.1692031143482569,-0.2700896814515758,0.47084289258589274,0.18429778516292572,1.631418868133741,0.5172642574816488,0.9576084217578964,0.3979713494529256,4,0.0,0.000766719012220178,0.47084289258589274,0.5166229696229742,0.4508741689239104,0.6344764201617058,13.219452472819802,68103,1882.776672,0.0033019338734447956,789,temp_high_seed789,128,4,concat
1.1692031143482569,-0.27010749323730066,0.47372280978613535,0.1839122176170349,1.60698954566,0.5661985732872717,0.8940598155429054,0.32860929571879355,19,0.0,0.0009381319744894117,0.47372280978613535,0.5632826903736112,0.43251319574384905,0.6354020606078636,13.313553217118393,68103,1880.903763,0.001344606513157487,1011,temp_high_seed1011,128,4,concat
