hypervolume,r2_indicator,avg_pairwise_distance,spacing,spread,tds,mpd,mce,num_modes,pmd,pfs,pas,rbd,fci,qds,der,num_parameters,training_time,final_loss,seed,exp_name,condition_name,temperature_level,loss_level
1.4636607700000006,-0.07028279757740775,0.31770945876016965,1.0366753677715224e-08,0.4041071646903446,0.6388383838383839,0.6931471805599453,0.5909180795110176,144,0.0,0.0,0.31770945876016965,0.6388383838383839,0.3795098039215685,0.5722066951727658,3.520506769542781,70923,4580.789804,0.09499728679656982,42,low_tb_seed42,low_tb,low,tb
1.4635143600000007,-0.06914373351163743,0.3159475548561624,1.0574575881605597e-08,0.39989790036783046,0.6368181818181818,0.6931471805599453,0.5921626175861163,143,0.0,0.0,0.3159475548561624,0.6368181818181818,0.38135802469135816,0.5718062624673096,3.5070931117634414,70923,4572.809458,0.11342975497245789,153,low_tb_seed153,low_tb,low,tb
1.4638071800000008,-0.07759036533851421,0.3335866909898083,0.0005917040980421007,0.40015264681055324,0.6361363636363636,0.6931471805599453,0.6084827489571282,156,0.0,0.0,0.3335866909898083,0.6361363636363636,0.3870453599667083,0.5758151570431382,3.7032494188653726,70923,4572.367773,0.08472061902284622,264,low_tb_seed264,low_tb,low,tb
1.4641000000000006,-0.07590025447924478,0.3249323729093288,1.036246910501859e-08,0.3988295776921959,0.6525757575757576,0.6931471805599453,0.5954459689012962,151,0.0,0.0,0.3249323729093288,0.6525757575757576,0.38601696668735785,0.573848266570302,3.6056713419346385,70923,4574.274755,0.3334428369998932,375,low_tb_seed375,low_tb,low,tb
1.4636607700000006,-0.0646003730159356,0.31826789419946916,0.0005917040398344398,0.4016320773215928,0.6396464646464647,0.6931471805599453,0.5919174928968641,142,0.0,0.0,0.31826789419946916,0.6396464646464647,0.39515767195767193,0.5723336123180611,3.534065304591798,70923,4571.236211,0.21492072939872742,486,low_tb_seed486,low_tb,low,tb
1.4641000000000006,-0.07028279757740775,0.2888011605806976,0.0005917040398344398,0.39947190261928306,0.654419191919192,0.6931471805599453,0.5639234724328166,118,0.0,0.0,0.2888011605806976,0.654419191919192,0.3757387057387058,0.565636627404704,4.147790473492731,70923,3534.252122,0.16920781135559082,42,low_subtb_seed42,low_subtb,low,subtb
1.4641000000000006,-0.06914373351163743,0.2572183753529854,1.2869462828746236e-08,0.40990642197749977,0.665050505050505,0.6931471805599453,0.5305130315191594,95,0.0,0.0,0.2572183753529854,0.665050505050505,0.36892900120336947,0.5584587216711331,3.6955704288609517,70923,3532.937142,0.22064828872680664,153,low_subtb_seed153,low_subtb,low,subtb
1.4641000000000006,-0.07759036533851421,0.2774813545082005,0.0014284998178482056,0.4117271063704505,0.6723232323232323,0.6931471805599453,0.55180302714036,106,0.0,0.0,0.2774813545082005,0.6723232323232323,0.374059205190592,0.5630639442064092,3.9348297637241023,70923,3579.507371,0.3410254716873169,264,low_subtb_seed264,low_subtb,low,subtb
1.4641000000000006,-0.07590025447924478,0.2711798012987174,1.2405608096344167e-08,0.4136715862489972,0.6707828282828283,0.6931471805599453,0.5389683705507216,104,0.0,0.0,0.2711798012987174,0.6707828282828283,0.3805308641975309,0.5616317730224357,2.7709149656474428,70923,4967.633452,0.7009707093238831,375,low_subtb_seed375,low_subtb,low,subtb
1.4641000000000006,-0.0646003730159356,0.27066694907932193,1.2359882006762746e-08,0.408964653867262,0.6634848484848485,0.6931471805599453,0.5420770990549851,102,0.0,0.0,0.27066694907932193,0.6634848484848485,0.38457761131918455,0.5615152156998459,2.685733580289833,70923,5115.495435,0.33309227228164673,486,low_subtb_seed486,low_subtb,low,subtb
