hypervolume,r2_indicator,avg_pairwise_distance,spacing,spread,tds,mpd,mce,num_modes,pmd,pfs,pas,rbd,fci,qds,der,num_parameters,training_time,final_loss,seed,exp_name,condition_name,capacity_level,loss_level
1.4641000000000006,-0.0646003730159356,0.2891343763399838,8.834516229683231e-09,0.4337513171673242,0.5758080808080808,0.6931471805599453,0.5193393242087128,124,0.0,0.0,0.2891343763399838,0.5758080808080808,0.3735964379680228,0.5657123582590873,109.15210891428696,2443,3903.432129,0.2788411974906921,486,small_subtb_entropy_seed486,small_subtb_entropy,small,subtb_entropy
1.4636607700000006,-0.0702827975774077,0.3177094587601696,1.0366753677715224e-08,0.4041071646903446,0.6388383838383839,0.6931471805599453,0.5909180795110176,144,0.0,0.0,0.3177094587601696,0.6388383838383839,0.3795098039215685,0.5722066951727658,2.401506724246498,70923,6715.243123,0.0949972867965698,42,medium_tb_seed42,medium_tb,medium,tb
1.463514360000001,-0.0691437335116374,0.3159475548561624,1.0574575881605597e-08,0.3998979003678304,0.6368181818181818,0.6931471805599453,0.5921626175861163,143,0.0,0.0,0.3159475548561624,0.6368181818181818,0.3813580246913581,0.5718062624673096,2.334776848904979,70923,6868.865673,0.1134297549724578,153,medium_tb_seed153,medium_tb,medium,tb
1.4638071800000008,-0.0775903653385142,0.3335866909898083,0.0005917040980421,0.4001526468105532,0.6361363636363636,0.6931471805599453,0.6084827489571282,156,0.0,0.0,0.3335866909898083,0.6361363636363636,0.3870453599667083,0.5758151570431382,2.4791452160691256,70923,6830.022779,0.0847206190228462,264,medium_tb_seed264,medium_tb,medium,tb
1.4641000000000006,-0.0759002544792447,0.3249323729093288,1.036246910501859e-08,0.3988295776921959,0.6525757575757576,0.6931471805599453,0.5954459689012962,151,0.0,0.0,0.3249323729093288,0.6525757575757576,0.3860169666873578,0.573848266570302,2.4095681965148805,70923,6844.93239,0.3334428369998932,375,medium_tb_seed375,medium_tb,medium,tb
1.4636607700000006,-0.0646003730159356,0.3182678941994691,0.0005917040398344,0.4016320773215928,0.6396464646464647,0.6931471805599453,0.5919174928968641,142,0.0,0.0,0.3182678941994691,0.6396464646464647,0.3951576719576719,0.5723336123180611,2.3629481280947746,70923,6836.818422,0.2149207293987274,486,medium_tb_seed486,medium_tb,medium,tb
1.4641000000000006,-0.0702827975774077,0.2758682647452284,0.0005917040398344,0.4173947936805411,0.6626767676767676,0.6931471805599453,0.5440421963424934,112,0.0,0.0,0.2758682647452284,0.6626767676767676,0.3744058500914078,0.5626973328966428,2.6459606250319365,70923,5292.169787,0.4516622722148895,42,medium_subtb_seed42,medium_subtb,medium,subtb
1.4641000000000006,-0.07028279757740775,0.30896706189586387,1.031952479024767e-08,0.4003251156157541,0.6307575757575757,0.6931471805599453,0.5957765030745656,114,0.0,0.0,0.30896706189586387,0.6307575757575757,0.37897058823529406,0.5702197867945145,117.00916057345124,2443,3891.09069,5.209602355957031,42,small_tb_seed42,small_tb,small,tb
1.4641000000000006,-0.06914373351163743,0.3260065893015409,9.939197020969459e-09,0.4086563482402583,0.6208333333333333,0.6931471805599453,0.5974014601578534,146,0.0,0.0,0.3260065893015409,0.6208333333333333,0.38978776529338344,0.5740924066594411,126.57769661094902,2443,3795.318467,3.8538522720336914,153,small_tb_seed153,small_tb,small,tb
1.4641000000000006,-0.07759036533851421,0.36094056497332516,8.615654856214405e-09,0.39649788316213547,0.6139141414141415,0.6931471805599453,0.6316229651327119,169,0.0,0.0,0.36094056497332516,0.6139141414141415,0.39434920634920645,0.5820319465848466,140.11086468819457,2443,3796.146063,2.310734510421753,264,small_tb_seed264,small_tb,small,tb
1.4641000000000006,-0.07590025447924478,0.3225211194013672,9.323650296266806e-09,0.40467189173564505,0.5987373737373738,0.6931471805599453,0.5888168802990821,126,0.0,0.0,0.3225211194013672,0.5987373737373738,0.37423763179237635,0.5733002544094017,125.62893019693547,2443,3783.097469,2.788318157196045,375,small_tb_seed375,small_tb,small,tb
1.4641000000000006,-0.0646003730159356,0.35190224541917225,8.902119041920287e-09,0.4030713244746134,0.5796717171717172,0.6931471805599453,0.618417380919023,159,0.0,0.0,0.35190224541917225,0.5796717171717172,0.4087714720591433,0.5799777830498118,136.67135107586847,2443,3794.229393,3.606583595275879,486,small_tb_seed486,small_tb,small,tb
1.4641000000000006,-0.07028279757740775,0.2711515762246563,1.077736211385627e-08,0.41253175192196295,0.598030303030303,0.6931471805599453,0.5236219348611237,94,0.0,0.0,0.2711515762246563,0.598030303030303,0.38035736290819466,0.5616253582328764,132.163773434523,2443,3023.28255,2.940124034881592,42,small_subtb_seed42,small_subtb,small,subtb
1.4641000000000006,-0.06914373351163743,0.2958203990286445,1.0851278986478974e-08,0.39848638400161107,0.6076262626262626,0.6931471805599453,0.5571707701640454,125,0.0,0.0,0.2958203990286445,0.6076262626262626,0.3797421731123387,0.5672319088701465,143.34455884024112,2443,3041.06666,2.24884295463562,153,small_subtb_seed153,small_subtb,small,subtb
1.4641000000000006,-0.07759036533851421,0.3042325087936187,1.0828746788149601e-08,0.3996627961053831,0.6203282828282828,0.6931471805599453,0.5725381201904033,134,0.0,0.0,0.3042325087936187,0.6203282828282828,0.3841589075108629,0.5691437519985497,148.60504205222085,2443,3016.831872,2.9473254680633545,264,small_subtb_seed264,small_subtb,small,subtb
